ts,config,write_id,key,true_class,predicted_class,action,is_false,version_read,version_at_commit,classify_ms,escalated
786,no_gating,786,magnitude::the_storage_quota::31,refinement,n/a,apply,False,30,31,0.0,False
787,no_gating,787,ship_date::the_beta_rollout::24,update,n/a,apply,False,14,15,0.0,False
788,no_gating,788,ship_date::the_vendor_contract_renewal::9,duplicate,n/a,apply,False,14,15,0.0,False
789,no_gating,789,ship_date::the_API_migration::0,contradiction,n/a,apply,True,28,29,0.0,False
790,no_gating,790,status::the_export_tool::17,refinement,n/a,apply,False,20,21,0.0,False
791,no_gating,791,ship_date::the_onboarding_revamp::21,duplicate,n/a,apply,False,23,24,0.0,False
792,no_gating,792,magnitude::the_budget::1,update,n/a,apply,False,22,23,0.0,False
793,no_gating,793,status::the_dark_mode_rollout::29,refinement,n/a,apply,False,26,27,0.0,False
794,no_gating,794,magnitude::the_headcount_plan::28,update,n/a,apply,False,11,12,0.0,False
795,no_gating,795,ship_date::the_data_migration::33,refinement,n/a,apply,False,21,22,0.0,False
796,no_gating,796,ship_date::the_Q3_roadmap_review::36,refinement,n/a,apply,False,14,15,0.0,False
797,no_gating,797,magnitude::the_budget::7,contradiction,n/a,apply,True,18,19,0.0,False
798,no_gating,798,magnitude::the_infra_budget::34,refinement,n/a,apply,False,22,23,0.0,False
799,no_gating,799,status::the_dark_mode_rollout::20,update,n/a,apply,False,21,22,0.0,False
800,no_gating,800,ship_date::the_API_migration::0,refinement,n/a,apply,False,29,30,0.0,False
801,no_gating,801,ship_date::the_vendor_contract_renewal::18,refinement,n/a,apply,False,14,15,0.0,False
802,no_gating,802,status::the_audit_log_feature::26,duplicate,n/a,apply,False,20,21,0.0,False
803,no_gating,803,magnitude::the_infra_budget::34,refinement,n/a,apply,False,23,24,0.0,False
804,no_gating,804,ship_date::the_onboarding_revamp::21,refinement,n/a,apply,False,24,25,0.0,False
805,no_gating,805,status::the_referral_program::11,refinement,n/a,apply,False,17,18,0.0,False
806,no_gating,806,ship_date::the_data_migration::33,refinement,n/a,apply,False,22,23,0.0,False
807,no_gating,807,magnitude::the_headcount_plan::16,refinement,n/a,apply,False,26,27,0.0,False
808,no_gating,808,status::the_audit_log_feature::26,contradiction,n/a,apply,True,21,22,0.0,False
809,no_gating,809,status::the_offline_mode::2,update,n/a,apply,False,24,25,0.0,False
810,no_gating,810,magnitude::the_marketing_spend::4,duplicate,n/a,apply,False,24,25,0.0,False
811,no_gating,811,magnitude::the_headcount_plan::28,refinement,n/a,apply,False,12,13,0.0,False
812,no_gating,812,ship_date::the_onboarding_revamp::3,duplicate,n/a,apply,False,15,16,0.0,False
813,no_gating,813,status::the_dark_mode_rollout::20,duplicate,n/a,apply,False,22,23,0.0,False
814,no_gating,814,status::the_offline_mode::2,refinement,n/a,apply,False,25,26,0.0,False
815,no_gating,815,magnitude::the_storage_quota::31,duplicate,n/a,apply,False,31,32,0.0,False
816,no_gating,816,ship_date::the_onboarding_revamp::21,refinement,n/a,apply,False,25,26,0.0,False
817,no_gating,817,magnitude::the_storage_quota::37,refinement,n/a,apply,True,16,17,0.0,False
818,no_gating,818,ship_date::the_beta_rollout::24,contradiction,n/a,apply,True,15,16,0.0,False
819,no_gating,819,status::the_referral_program::11,contradiction,n/a,apply,True,18,19,0.0,False
820,no_gating,820,magnitude::the_budget::13,contradiction,n/a,apply,True,22,23,0.0,False
821,no_gating,821,ship_date::the_data_migration::33,update,n/a,apply,False,23,24,0.0,False
822,no_gating,822,ship_date::the_data_migration::30,duplicate,n/a,apply,False,21,22,0.0,False
823,no_gating,823,status::the_export_tool::17,contradiction,n/a,apply,True,21,22,0.0,False
824,no_gating,824,magnitude::the_budget::7,refinement,n/a,apply,False,19,20,0.0,False
825,no_gating,825,status::the_dark_mode_rollout::20,duplicate,n/a,apply,False,23,24,0.0,False
826,no_gating,826,magnitude::the_budget::7,contradiction,n/a,apply,True,20,21,0.0,False
827,no_gating,827,magnitude::the_storage_quota::31,refinement,n/a,apply,False,32,33,0.0,False
828,no_gating,828,magnitude::the_infra_budget::25,refinement,n/a,apply,False,16,17,0.0,False
829,no_gating,829,magnitude::the_storage_quota::19,update,n/a,apply,False,23,24,0.0,False
830,no_gating,830,ship_date::the_beta_rollout::12,contradiction,n/a,apply,True,19,20,0.0,False
831,no_gating,831,magnitude::the_support_queue::10,duplicate,n/a,apply,False,17,18,0.0,False
832,no_gating,832,status::the_export_tool::17,contradiction,n/a,apply,True,22,23,0.0,False
833,no_gating,833,status::the_offline_mode::35,refinement,n/a,apply,False,9,10,0.0,False
834,no_gating,834,magnitude::the_budget::7,refinement,n/a,apply,False,21,22,0.0,False
835,no_gating,835,status::the_export_tool::17,update,n/a,apply,False,23,24,0.0,False
836,no_gating,836,ship_date::the_API_migration::0,contradiction,n/a,apply,True,30,31,0.0,False
837,no_gating,837,status::the_offline_mode::2,duplicate,n/a,apply,False,26,27,0.0,False
838,no_gating,838,status::the_audit_log_feature::26,refinement,n/a,apply,False,22,23,0.0,False
839,no_gating,839,magnitude::the_storage_quota::19,refinement,n/a,apply,False,24,25,0.0,False
840,no_gating,840,magnitude::the_budget::13,contradiction,n/a,apply,True,23,24,0.0,False
841,no_gating,841,magnitude::the_storage_quota::19,duplicate,n/a,apply,False,25,26,0.0,False
842,no_gating,842,ship_date::the_beta_rollout::12,update,n/a,apply,False,20,21,0.0,False
843,no_gating,843,status::the_dark_mode_rollout::32,contradiction,n/a,apply,True,20,21,0.0,False
844,no_gating,844,magnitude::the_budget::13,contradiction,n/a,apply,True,24,25,0.0,False
845,no_gating,845,ship_date::the_vendor_contract_renewal::18,duplicate,n/a,apply,False,15,16,0.0,False
846,no_gating,846,ship_date::the_onboarding_revamp::21,update,n/a,apply,False,26,27,0.0,False
847,no_gating,847,ship_date::the_vendor_contract_renewal::18,contradiction,n/a,apply,True,16,17,0.0,False
848,no_gating,848,status::the_dark_mode_rollout::20,update,n/a,apply,False,24,25,0.0,False
849,no_gating,849,magnitude::the_support_queue::10,refinement,n/a,apply,False,18,19,0.0,False
850,no_gating,850,status::Feature_X::8,refinement,n/a,apply,False,32,33,0.0,False
851,no_gating,851,magnitude::the_budget::1,contradiction,n/a,apply,True,23,24,0.0,False
852,no_gating,852,magnitude::the_storage_quota::19,update,n/a,apply,False,26,27,0.0,False
853,no_gating,853,magnitude::the_marketing_spend::4,refinement,n/a,apply,True,25,26,0.0,False
854,no_gating,854,ship_date::the_beta_rollout::24,update,n/a,apply,False,16,17,0.0,False
855,no_gating,855,ship_date::the_onboarding_revamp::21,contradiction,n/a,apply,True,27,28,0.0,False
856,no_gating,856,ship_date::the_partner_integration::39,duplicate,n/a,apply,False,20,21,0.0,False
857,no_gating,857,status::the_referral_program::11,contradiction,n/a,apply,True,19,20,0.0,False
858,no_gating,858,magnitude::the_marketing_spend::4,refinement,n/a,apply,True,26,27,0.0,False
859,no_gating,859,magnitude::the_infra_budget::34,refinement,n/a,apply,False,24,25,0.0,False
860,no_gating,860,magnitude::the_storage_quota::37,refinement,n/a,apply,False,17,18,0.0,False
861,no_gating,861,magnitude::the_storage_quota::22,duplicate,n/a,apply,False,23,24,0.0,False
862,no_gating,862,status::the_dark_mode_rollout::32,duplicate,n/a,apply,False,21,22,0.0,False
863,no_gating,863,magnitude::the_budget::1,duplicate,n/a,apply,False,24,25,0.0,False
864,no_gating,864,status::the_offline_mode::2,contradiction,n/a,apply,True,27,28,0.0,False
865,no_gating,865,magnitude::the_storage_quota::19,refinement,n/a,apply,False,27,28,0.0,False
866,no_gating,866,status::the_offline_mode::23,refinement,n/a,apply,False,16,17,0.0,False
867,no_gating,867,status::the_referral_program::11,refinement,n/a,apply,False,20,21,0.0,False
868,no_gating,868,status::the_export_tool::17,duplicate,n/a,apply,False,24,25,0.0,False
869,no_gating,869,ship_date::the_data_migration::33,refinement,n/a,apply,False,24,25,0.0,False
870,no_gating,870,magnitude::the_support_queue::10,duplicate,n/a,apply,False,19,20,0.0,False
871,no_gating,871,ship_date::the_onboarding_revamp::21,duplicate,n/a,apply,False,28,29,0.0,False
872,no_gating,872,status::the_offline_mode::2,duplicate,n/a,apply,False,28,29,0.0,False
873,no_gating,873,ship_date::the_data_migration::33,refinement,n/a,apply,False,25,26,0.0,False
874,no_gating,874,status::the_export_tool::17,duplicate,n/a,apply,False,25,26,0.0,False
875,no_gating,875,ship_date::the_onboarding_revamp::21,duplicate,n/a,apply,False,29,30,0.0,False
876,no_gating,876,magnitude::the_storage_quota::37,update,n/a,apply,False,18,19,0.0,False
877,no_gating,877,magnitude::the_budget::7,update,n/a,apply,False,22,23,0.0,False
878,no_gating,878,magnitude::the_headcount_plan::28,duplicate,n/a,apply,False,13,14,0.0,False
879,no_gating,879,status::the_dark_mode_rollout::14,refinement,n/a,apply,False,16,17,0.0,False
880,no_gating,880,ship_date::the_partner_integration::15,refinement,n/a,apply,False,15,16,0.0,False
881,no_gating,881,status::the_export_tool::17,duplicate,n/a,apply,False,26,27,0.0,False
882,no_gating,882,magnitude::the_storage_quota::22,refinement,n/a,apply,True,24,25,0.0,False
883,no_gating,883,status::the_offline_mode::23,refinement,n/a,apply,False,17,18,0.0,False
884,no_gating,884,status::the_offline_mode::38,duplicate,n/a,apply,False,19,20,0.0,False
885,no_gating,885,status::the_offline_mode::38,contradiction,n/a,apply,True,20,21,0.0,False
886,no_gating,886,magnitude::the_infra_budget::34,contradiction,n/a,apply,True,25,26,0.0,False
887,no_gating,887,ship_date::the_beta_rollout::12,refinement,n/a,apply,False,21,22,0.0,False
888,no_gating,888,ship_date::the_beta_rollout::12,duplicate,n/a,apply,False,22,23,0.0,False
889,no_gating,889,magnitude::the_headcount_plan::28,update,n/a,apply,False,14,15,0.0,False
890,no_gating,890,status::the_offline_mode::23,duplicate,n/a,apply,False,18,19,0.0,False
891,no_gating,891,status::the_audit_log_feature::26,duplicate,n/a,apply,False,23,24,0.0,False
892,no_gating,892,status::the_dark_mode_rollout::20,refinement,n/a,apply,False,25,26,0.0,False
893,no_gating,893,ship_date::the_onboarding_revamp::3,update,n/a,apply,False,16,17,0.0,False
894,no_gating,894,status::the_offline_mode::35,contradiction,n/a,apply,True,10,11,0.0,False
895,no_gating,895,ship_date::the_data_migration::30,duplicate,n/a,apply,False,22,23,0.0,False
896,no_gating,896,ship_date::the_vendor_contract_renewal::9,refinement,n/a,apply,False,15,16,0.0,False
897,no_gating,897,status::the_offline_mode::35,refinement,n/a,apply,False,11,12,0.0,False
898,no_gating,898,ship_date::the_onboarding_revamp::21,update,n/a,apply,False,30,31,0.0,False
899,no_gating,899,status::the_offline_mode::2,duplicate,n/a,apply,False,29,30,0.0,False
900,no_gating,900,ship_date::the_data_migration::30,update,n/a,apply,False,23,24,0.0,False
901,no_gating,901,ship_date::the_onboarding_revamp::3,duplicate,n/a,apply,False,17,18,0.0,False
902,no_gating,902,magnitude::the_support_queue::10,refinement,n/a,apply,False,20,21,0.0,False
903,no_gating,903,status::the_audit_log_feature::26,duplicate,n/a,apply,False,24,25,0.0,False
904,no_gating,904,status::the_export_tool::17,duplicate,n/a,apply,False,27,28,0.0,False
905,no_gating,905,magnitude::the_storage_quota::31,refinement,n/a,apply,False,33,34,0.0,False
906,no_gating,906,status::the_offline_mode::35,duplicate,n/a,apply,False,12,13,0.0,False
907,no_gating,907,status::the_export_tool::17,update,n/a,apply,False,28,29,0.0,False
908,no_gating,908,ship_date::the_partner_integration::6,duplicate,n/a,apply,False,19,20,0.0,False
909,no_gating,909,magnitude::the_infra_budget::25,refinement,n/a,apply,True,17,18,0.0,False
910,no_gating,910,magnitude::the_support_queue::10,update,n/a,apply,False,21,22,0.0,False
911,no_gating,911,ship_date::the_vendor_contract_renewal::9,contradiction,n/a,apply,True,16,17,0.0,False
912,no_gating,912,ship_date::the_onboarding_revamp::21,refinement,n/a,apply,False,31,32,0.0,False
913,no_gating,913,magnitude::the_storage_quota::22,refinement,n/a,apply,False,25,26,0.0,False
914,no_gating,914,status::the_audit_log_feature::26,update,n/a,apply,True,25,26,0.0,False
915,no_gating,915,status::the_dark_mode_rollout::5,refinement,n/a,apply,False,15,16,0.0,False
916,no_gating,916,magnitude::the_storage_quota::22,refinement,n/a,apply,False,26,27,0.0,False
917,no_gating,917,ship_date::the_beta_rollout::12,refinement,n/a,apply,False,23,24,0.0,False
918,no_gating,918,magnitude::the_storage_quota::37,update,n/a,apply,False,19,20,0.0,False
919,no_gating,919,magnitude::the_headcount_plan::28,contradiction,n/a,apply,True,15,16,0.0,False
920,no_gating,920,ship_date::the_partner_integration::6,duplicate,n/a,apply,False,20,21,0.0,False
921,no_gating,921,status::the_dark_mode_rollout::5,duplicate,n/a,apply,False,16,17,0.0,False
922,no_gating,922,magnitude::the_storage_quota::31,refinement,n/a,apply,True,34,35,0.0,False
923,no_gating,923,magnitude::the_infra_budget::25,duplicate,n/a,apply,False,18,19,0.0,False
924,no_gating,924,ship_date::the_data_migration::30,refinement,n/a,apply,False,24,25,0.0,False
925,no_gating,925,status::the_export_tool::17,refinement,n/a,apply,False,29,30,0.0,False
926,no_gating,926,status::the_dark_mode_rollout::32,refinement,n/a,apply,False,22,23,0.0,False
927,no_gating,927,magnitude::the_storage_quota::37,refinement,n/a,apply,False,20,21,0.0,False
928,no_gating,928,status::the_dark_mode_rollout::29,contradiction,n/a,apply,True,27,28,0.0,False
929,no_gating,929,ship_date::the_onboarding_revamp::27,update,n/a,apply,False,24,25,0.0,False
930,no_gating,930,status::Feature_X::8,contradiction,n/a,apply,True,33,34,0.0,False
931,no_gating,931,status::the_dark_mode_rollout::20,duplicate,n/a,apply,False,26,27,0.0,False
932,no_gating,932,ship_date::the_Q3_roadmap_review::36,contradiction,n/a,apply,True,15,16,0.0,False
933,no_gating,933,ship_date::the_beta_rollout::24,contradiction,n/a,apply,True,17,18,0.0,False
934,no_gating,934,status::the_offline_mode::35,duplicate,n/a,apply,False,13,14,0.0,False
935,no_gating,935,magnitude::the_headcount_plan::28,duplicate,n/a,apply,False,16,17,0.0,False
936,no_gating,936,status::the_dark_mode_rollout::29,refinement,n/a,apply,False,28,29,0.0,False
937,no_gating,937,ship_date::the_vendor_contract_renewal::18,refinement,n/a,apply,False,17,18,0.0,False
938,no_gating,938,magnitude::the_budget::13,update,n/a,apply,False,25,26,0.0,False
939,no_gating,939,status::the_dark_mode_rollout::14,duplicate,n/a,apply,False,17,18,0.0,False
940,no_gating,940,ship_date::the_beta_rollout::24,refinement,n/a,apply,False,18,19,0.0,False
941,no_gating,941,magnitude::the_storage_quota::19,duplicate,n/a,apply,False,28,29,0.0,False
942,no_gating,942,ship_date::the_partner_integration::6,duplicate,n/a,apply,False,21,22,0.0,False
943,no_gating,943,status::the_dark_mode_rollout::5,refinement,n/a,apply,False,17,18,0.0,False
944,no_gating,944,ship_date::the_partner_integration::15,refinement,n/a,apply,False,16,17,0.0,False
945,no_gating,945,status::the_referral_program::11,refinement,n/a,apply,False,21,22,0.0,False
946,no_gating,946,ship_date::the_API_migration::0,refinement,n/a,apply,False,31,32,0.0,False
947,no_gating,947,magnitude::the_storage_quota::19,contradiction,n/a,apply,True,29,30,0.0,False
948,no_gating,948,magnitude::the_budget::13,duplicate,n/a,apply,False,26,27,0.0,False
949,no_gating,949,status::the_audit_log_feature::26,duplicate,n/a,apply,False,26,27,0.0,False
950,no_gating,950,ship_date::the_data_migration::30,update,n/a,apply,True,25,26,0.0,False
951,no_gating,951,ship_date::the_vendor_contract_renewal::18,update,n/a,apply,False,18,19,0.0,False
952,no_gating,952,status::the_dark_mode_rollout::5,duplicate,n/a,apply,False,18,19,0.0,False
953,no_gating,953,status::the_audit_log_feature::26,refinement,n/a,apply,False,27,28,0.0,False
954,no_gating,954,status::the_referral_program::11,refinement,n/a,apply,False,22,23,0.0,False
955,no_gating,955,magnitude::the_support_queue::10,contradiction,n/a,apply,True,22,23,0.0,False
956,no_gating,956,status::the_dark_mode_rollout::20,refinement,n/a,apply,False,27,28,0.0,False
957,no_gating,957,status::the_dark_mode_rollout::20,update,n/a,apply,False,28,29,0.0,False
958,no_gating,958,magnitude::the_storage_quota::31,refinement,n/a,apply,False,35,36,0.0,False
959,no_gating,959,status::the_offline_mode::2,refinement,n/a,apply,True,30,31,0.0,False
960,no_gating,960,ship_date::the_onboarding_revamp::3,duplicate,n/a,apply,False,18,19,0.0,False
961,no_gating,961,status::the_referral_program::11,update,n/a,apply,False,23,24,0.0,False
962,no_gating,962,magnitude::the_headcount_plan::28,contradiction,n/a,apply,True,17,18,0.0,False
963,no_gating,963,status::the_audit_log_feature::26,refinement,n/a,apply,False,28,29,0.0,False
964,no_gating,964,ship_date::the_onboarding_revamp::27,refinement,n/a,apply,False,25,26,0.0,False
965,no_gating,965,ship_date::the_beta_rollout::24,duplicate,n/a,apply,False,19,20,0.0,False
966,no_gating,966,ship_date::the_data_migration::30,refinement,n/a,apply,False,26,27,0.0,False
967,no_gating,967,status::the_export_tool::17,duplicate,n/a,apply,False,30,31,0.0,False
968,no_gating,968,ship_date::the_partner_integration::6,refinement,n/a,apply,False,22,23,0.0,False
969,no_gating,969,magnitude::the_budget::1,update,n/a,apply,False,25,26,0.0,False
970,no_gating,970,ship_date::the_data_migration::30,duplicate,n/a,apply,False,27,28,0.0,False
971,no_gating,971,status::the_dark_mode_rollout::29,refinement,n/a,apply,False,29,30,0.0,False
972,no_gating,972,magnitude::the_support_queue::10,refinement,n/a,apply,False,23,24,0.0,False
973,no_gating,973,ship_date::the_partner_integration::39,refinement,n/a,apply,True,21,22,0.0,False
974,no_gating,974,status::the_offline_mode::35,refinement,n/a,apply,False,14,15,0.0,False
975,no_gating,975,status::the_offline_mode::35,update,n/a,apply,True,15,16,0.0,False
976,no_gating,976,magnitude::the_support_queue::10,update,n/a,apply,False,24,25,0.0,False
977,no_gating,977,magnitude::the_storage_quota::22,refinement,n/a,apply,False,27,28,0.0,False
978,no_gating,978,status::the_offline_mode::38,refinement,n/a,apply,False,21,22,0.0,False
979,no_gating,979,magnitude::the_headcount_plan::16,refinement,n/a,apply,False,27,28,0.0,False
980,no_gating,980,magnitude::the_storage_quota::22,contradiction,n/a,apply,True,28,29,0.0,False
981,no_gating,981,ship_date::the_onboarding_revamp::27,duplicate,n/a,apply,False,26,27,0.0,False
982,no_gating,982,ship_date::the_onboarding_revamp::27,duplicate,n/a,apply,False,27,28,0.0,False
983,no_gating,983,magnitude::the_infra_budget::34,contradiction,n/a,apply,True,26,27,0.0,False
984,no_gating,984,magnitude::the_storage_quota::22,refinement,n/a,apply,False,29,30,0.0,False
985,no_gating,985,status::the_offline_mode::2,refinement,n/a,apply,False,31,32,0.0,False
986,no_gating,986,magnitude::the_headcount_plan::28,duplicate,n/a,apply,False,18,19,0.0,False
987,no_gating,987,status::the_dark_mode_rollout::5,contradiction,n/a,apply,True,19,20,0.0,False
988,no_gating,988,ship_date::the_data_migration::30,update,n/a,apply,False,28,29,0.0,False
989,no_gating,989,status::the_offline_mode::38,contradiction,n/a,apply,True,22,23,0.0,False
990,no_gating,990,magnitude::the_storage_quota::31,update,n/a,apply,False,36,37,0.0,False
991,no_gating,991,magnitude::the_support_queue::10,duplicate,n/a,apply,False,25,26,0.0,False
992,no_gating,992,status::Feature_X::8,contradiction,n/a,apply,True,34,35,0.0,False
993,no_gating,993,status::the_referral_program::11,contradiction,n/a,apply,True,24,25,0.0,False
994,no_gating,994,status::the_referral_program::11,duplicate,n/a,apply,False,25,26,0.0,False
995,no_gating,995,magnitude::the_headcount_plan::28,duplicate,n/a,apply,False,19,20,0.0,False
996,no_gating,996,magnitude::the_budget::1,update,n/a,apply,False,26,27,0.0,False
997,no_gating,997,magnitude::the_storage_quota::19,update,n/a,apply,False,30,31,0.0,False
998,no_gating,998,status::Feature_X::8,refinement,n/a,apply,False,35,36,0.0,False
999,no_gating,999,magnitude::the_headcount_plan::16,update,n/a,apply,False,28,29,0.0,False
1000,no_gating,1000,ship_date::the_onboarding_revamp::21,duplicate,n/a,apply,False,32,33,0.0,False
1001,no_gating,1001,magnitude::the_headcount_plan::16,contradiction,n/a,apply,True,29,30,0.0,False
1002,no_gating,1002,status::the_dark_mode_rollout::5,update,n/a,apply,False,20,21,0.0,False
1003,no_gating,1003,ship_date::the_onboarding_revamp::27,refinement,n/a,apply,False,28,29,0.0,False
1004,no_gating,1004,ship_date::the_vendor_contract_renewal::18,duplicate,n/a,apply,False,19,20,0.0,False
1005,no_gating,1005,status::the_dark_mode_rollout::5,duplicate,n/a,apply,False,21,22,0.0,False
1006,no_gating,1006,ship_date::the_vendor_contract_renewal::9,update,n/a,apply,False,17,18,0.0,False
1007,no_gating,1007,ship_date::the_beta_rollout::12,contradiction,n/a,apply,True,24,25,0.0,False
1008,no_gating,1008,ship_date::the_onboarding_revamp::21,update,n/a,apply,False,33,34,0.0,False
1009,no_gating,1009,ship_date::the_onboarding_revamp::27,update,n/a,apply,False,29,30,0.0,False
1010,no_gating,1010,magnitude::the_headcount_plan::16,contradiction,n/a,apply,True,30,31,0.0,False
1011,no_gating,1011,ship_date::the_partner_integration::15,duplicate,n/a,apply,False,17,18,0.0,False
1012,no_gating,1012,status::the_referral_program::11,contradiction,n/a,apply,True,26,27,0.0,False
1013,no_gating,1013,status::the_dark_mode_rollout::32,duplicate,n/a,apply,False,23,24,0.0,False
1014,no_gating,1014,ship_date::the_beta_rollout::12,refinement,n/a,apply,True,25,26,0.0,False
1015,no_gating,1015,ship_date::the_partner_integration::39,duplicate,n/a,apply,False,22,23,0.0,False
1016,no_gating,1016,status::the_dark_mode_rollout::29,refinement,n/a,apply,False,30,31,0.0,False
1017,no_gating,1017,magnitude::the_storage_quota::19,refinement,n/a,apply,False,31,32,0.0,False
1018,no_gating,1018,status::the_dark_mode_rollout::5,refinement,n/a,apply,True,22,23,0.0,False
1019,no_gating,1019,status::the_dark_mode_rollout::32,duplicate,n/a,apply,False,24,25,0.0,False
1020,no_gating,1020,status::Feature_X::8,duplicate,n/a,apply,False,36,37,0.0,False
1021,no_gating,1021,status::Feature_X::8,contradiction,n/a,apply,True,37,38,0.0,False
1022,no_gating,1022,magnitude::the_budget::13,duplicate,n/a,apply,False,27,28,0.0,False
1023,no_gating,1023,status::the_offline_mode::23,duplicate,n/a,apply,False,19,20,0.0,False
1024,no_gating,1024,magnitude::the_storage_quota::31,update,n/a,apply,False,37,38,0.0,False
1025,no_gating,1025,ship_date::the_partner_integration::15,duplicate,n/a,apply,False,18,19,0.0,False
1026,no_gating,1026,ship_date::the_onboarding_revamp::27,refinement,n/a,apply,False,30,31,0.0,False
1027,no_gating,1027,magnitude::the_infra_budget::34,update,n/a,apply,False,27,28,0.0,False
1028,no_gating,1028,status::the_referral_program::11,update,n/a,apply,True,27,28,0.0,False
1029,no_gating,1029,ship_date::the_partner_integration::15,duplicate,n/a,apply,False,19,20,0.0,False
1030,no_gating,1030,magnitude::the_marketing_spend::4,duplicate,n/a,apply,False,27,28,0.0,False
1031,no_gating,1031,ship_date::the_data_migration::33,refinement,n/a,apply,False,26,27,0.0,False
1032,no_gating,1032,magnitude::the_storage_quota::19,duplicate,n/a,apply,False,32,33,0.0,False
1033,no_gating,1033,ship_date::the_beta_rollout::12,contradiction,n/a,apply,True,26,27,0.0,False
1034,no_gating,1034,magnitude::the_budget::1,refinement,n/a,apply,True,27,28,0.0,False
1035,no_gating,1035,status::the_dark_mode_rollout::5,contradiction,n/a,apply,True,23,24,0.0,False
1036,no_gating,1036,ship_date::the_onboarding_revamp::3,duplicate,n/a,apply,False,19,20,0.0,False
1037,no_gating,1037,ship_date::the_beta_rollout::24,update,n/a,apply,False,20,21,0.0,False
1038,no_gating,1038,ship_date::the_API_migration::0,duplicate,n/a,apply,False,32,33,0.0,False
1039,no_gating,1039,ship_date::the_onboarding_revamp::21,update,n/a,apply,False,34,35,0.0,False
0,cosine_only,0,ship_date::the_API_migration::0,bootstrap,bootstrap,apply,False,0,1,0.0,False
1,cosine_only,1,magnitude::the_budget::1,bootstrap,bootstrap,apply,False,0,1,0.0,False
2,cosine_only,2,status::the_offline_mode::2,bootstrap,bootstrap,apply,False,0,1,0.0,False
3,cosine_only,3,ship_date::the_onboarding_revamp::3,bootstrap,bootstrap,apply,False,0,1,0.0,False
4,cosine_only,4,magnitude::the_marketing_spend::4,bootstrap,bootstrap,apply,False,0,1,0.0,False
5,cosine_only,5,status::the_dark_mode_rollout::5,bootstrap,bootstrap,apply,False,0,1,0.0,False
6,cosine_only,6,ship_date::the_partner_integration::6,bootstrap,bootstrap,apply,False,0,1,0.0,False
7,cosine_only,7,magnitude::the_budget::7,bootstrap,bootstrap,apply,False,0,1,0.0,False
8,cosine_only,8,status::Feature_X::8,bootstrap,bootstrap,apply,False,0,1,0.0,False
9,cosine_only,9,ship_date::the_vendor_contract_renewal::9,bootstrap,bootstrap,apply,False,0,1,0.0,False
10,cosine_only,10,magnitude::the_support_queue::10,bootstrap,bootstrap,apply,False,0,1,0.0,False
11,cosine_only,11,status::the_referral_program::11,bootstrap,bootstrap,apply,False,0,1,0.0,False
12,cosine_only,12,ship_date::the_beta_rollout::12,bootstrap,bootstrap,apply,False,0,1,0.0,False
13,cosine_only,13,magnitude::the_budget::13,bootstrap,bootstrap,apply,False,0,1,0.0,False
14,cosine_only,14,status::the_dark_mode_rollout::14,bootstrap,bootstrap,apply,False,0,1,0.0,False
15,cosine_only,15,ship_date::the_partner_integration::15,bootstrap,bootstrap,apply,False,0,1,0.0,False
16,cosine_only,16,magnitude::the_headcount_plan::16,bootstrap,bootstrap,apply,False,0,1,0.0,False
17,cosine_only,17,status::the_export_tool::17,bootstrap,bootstrap,apply,False,0,1,0.0,False
18,cosine_only,18,ship_date::the_vendor_contract_renewal::18,bootstrap,bootstrap,apply,False,0,1,0.0,False
19,cosine_only,19,magnitude::the_storage_quota::19,bootstrap,bootstrap,apply,False,0,1,0.0,False
20,cosine_only,20,status::the_dark_mode_rollout::20,bootstrap,bootstrap,apply,False,0,1,0.0,False
21,cosine_only,21,ship_date::the_onboarding_revamp::21,bootstrap,bootstrap,apply,False,0,1,0.0,False
22,cosine_only,22,magnitude::the_storage_quota::22,bootstrap,bootstrap,apply,False,0,1,0.0,False
23,cosine_only,23,status::the_offline_mode::23,bootstrap,bootstrap,apply,False,0,1,0.0,False
24,cosine_only,24,ship_date::the_beta_rollout::24,bootstrap,bootstrap,apply,False,0,1,0.0,False
25,cosine_only,25,magnitude::the_infra_budget::25,bootstrap,bootstrap,apply,False,0,1,0.0,False
26,cosine_only,26,status::the_audit_log_feature::26,bootstrap,bootstrap,apply,False,0,1,0.0,False
27,cosine_only,27,ship_date::the_onboarding_revamp::27,bootstrap,bootstrap,apply,False,0,1,0.0,False
28,cosine_only,28,magnitude::the_headcount_plan::28,bootstrap,bootstrap,apply,False,0,1,0.0,False
29,cosine_only,29,status::the_dark_mode_rollout::29,bootstrap,bootstrap,apply,False,0,1,0.0,False
30,cosine_only,30,ship_date::the_data_migration::30,bootstrap,bootstrap,apply,False,0,1,0.0,False
31,cosine_only,31,magnitude::the_storage_quota::31,bootstrap,bootstrap,apply,False,0,1,0.0,False
32,cosine_only,32,status::the_dark_mode_rollout::32,bootstrap,bootstrap,apply,False,0,1,0.0,False
33,cosine_only,33,ship_date::the_data_migration::33,bootstrap,bootstrap,apply,False,0,1,0.0,False
34,cosine_only,34,magnitude::the_infra_budget::34,bootstrap,bootstrap,apply,False,0,1,0.0,False
35,cosine_only,35,status::the_offline_mode::35,bootstrap,bootstrap,apply,False,0,1,0.0,False
36,cosine_only,36,ship_date::the_Q3_roadmap_review::36,bootstrap,bootstrap,apply,False,0,1,0.0,False
37,cosine_only,37,magnitude::the_storage_quota::37,bootstrap,bootstrap,apply,False,0,1,0.0,False
